session_id,ip,user_agent,pages_visited,session_duration,avg_time_per_page,pages_per_min,timestamp
315b05f0-a9b6-4034-a67e-ec3c338239b1,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.1,0.1,1200.0,2026-03-20 12:55:37.887282
2ccf9113-09cb-4b0d-9700-a878c21ae6a7,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.357984,0.357984,335.21051220166265,2026-03-20 12:55:39.790668
f27a6a81-5875-4384-aa03-0575f00e872a,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.791951,0.791951,151.52452613861212,2026-03-20 13:02:57.841216
a1abae69-712f-480d-aa2b-9e732b517411,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.312492,0.312492,384.0098306516647,2026-03-20 13:03:08.352696
7cb8735e-1696-43cc-a630-8e74cdb89b60,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.782082,0.782082,153.4365961625507,2026-03-20 13:03:12.940181
02d979cc-5f32-4795-a42d-02b7ca8440b2,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.1,0.1,1200.0,2026-03-20 13:07:46.217021
416b0cce-e2af-4503-9215-ad65293dd85b,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.69085,0.69085,173.6990663675183,2026-03-20 13:07:47.907607
7b44ec26-2f35-4808-a342-40ef9d18ea4c,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.250102,0.250102,479.80423987013296,2026-03-20 13:07:55.882262
63cb473a-3664-42f1-b388-95b6562e091d,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.1,0.1,1200.0,2026-03-20 13:07:58.906270
9afb283a-302b-4614-a000-7892da610bf5,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.171853,0.171853,698.2711968950207,2026-03-20 13:07:59.980926
699beb4b-f358-4f3c-85f3-2a849a5b1e48,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.1,0.1,1200.0,2026-03-20 13:08:02.874701
224bb651-37c5-4e71-ac99-71b5cd0b8100,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.343805,0.343805,349.03506348075217,2026-03-20 13:08:04.918450
bea56ad7-7be7-44ea-a60c-6927dc239686,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.142799,0.142799,840.342019201815,2026-03-20 13:08:07.819206
853ea0ee-c132-47a3-89c3-d9a659002d12,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.531362,0.531362,225.83474166387506,2026-03-20 13:08:12.050023
2b34dcda-a911-41b1-a07f-4866d2e32397,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.546583,0.546583,219.54579633834203,2026-03-20 13:08:51.797728
c01513b5-8f23-41e0-8e98-82ecf6370966,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.46914,0.46914,255.7871850620284,2026-03-20 13:08:59.885641
320790b5-bec2-4cd0-bd93-8c70faec2ece,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.663982,0.663982,180.72779081360642,2026-03-20 13:09:30.053586
0022ceff-b22c-4662-b24e-01ab3b28381b,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.236255,0.236255,507.925758185012,2026-03-20 13:09:35.715321
5387ecfd-a77e-4901-8a89-e2db96c137d2,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.672563,0.672563,178.4219470889716,2026-03-20 13:09:38.702279
5331b079-a63d-49d5-8e47-c8ba8bf0fae3,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.1,0.1,1200.0,2026-03-20 13:09:44.180399
b862d1ea-5252-4e8a-ba06-72fbb141a248,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.484202,0.484202,247.83045092750544,2026-03-20 13:09:46.349837
18c9b997-2706-45d0-8612-249810bca7ee,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.312978,0.312978,383.41353066349717,2026-03-20 13:09:51.943543
38f1cce3-d4c4-44de-bc89-6ed4108af481,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.1,0.1,1200.0,2026-03-20 13:09:56.236854
c8c80298-b6f3-44ac-b165-605485d62cf6,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.592804,0.592804,202.42778388809793,2026-03-20 13:09:58.266121
3b755cb8-8cc7-496c-8342-86e5121c591d,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.752883,0.752883,159.38731516052295,2026-03-20 13:12:14.524971
d762c3c0-402b-4e9b-b82b-6467252289d3,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.156957,0.156957,764.5406066629713,2026-03-20 13:12:23.248095
c634f209-85bb-4747-b8fa-4dce23e89b82,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.313562,0.313562,382.69943424266967,2026-03-20 13:12:26.226650
7daa76ef-2555-41f8-b7b6-2be3cb5723ac,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.141645,0.141645,847.1883935190087,2026-03-20 13:12:29.459574
323128ac-e63b-4496-ad74-865b8ad0b2e3,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.532191,0.532191,225.48295630704013,2026-03-20 13:12:32.099900
895418ca-fdfd-483e-9edc-c333ddd315e8,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.575462,0.575462,208.52810437526716,2026-03-20 13:12:37.451514
29c8f9fc-db2d-4725-845b-6249bb077b5d,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.699091,0.699091,171.65147312724667,2026-03-20 13:12:44.254383
29e26327-77ec-48a0-80ac-f09665021300,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.371608,0.371608,322.9209274289036,2026-03-20 13:12:53.076056
828cfbf6-10a1-4c8d-8dfc-f6b35cf0e445,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.279481,0.279481,429.36729151534456,2026-03-20 13:12:58.191232
fdbce83a-315d-47b9-9e2d-4cf753a7f9dc,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.21707,0.21707,552.8170636200304,2026-03-20 13:13:00.752610
26059027-1bb3-4e69-8a44-51b03a9d5150,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.468329,0.468329,256.23012881969726,2026-03-20 13:13:04.077313
fb280b54-bf7a-46d4-a059-86658edafe42,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.134309,0.134309,893.4620911480242,2026-03-20 13:13:31.765543
21e92f43-5281-4098-9dd3-c6bf840b1016,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.1,0.1,1200.0,2026-03-20 13:13:34.762617
c5f92b09-d7b5-4062-9645-f205a41d92d7,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.640153,0.640153,187.45518649447865,2026-03-20 13:13:36.247512
3d555496-fb71-4dc3-a5f5-2f7165da2117,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.452682,0.452682,265.0867496388193,2026-03-20 13:13:44.296884
2137b7c0-0c5b-47ab-a8b3-b1bd08abb9ab,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.62301,0.62301,192.6132806857033,2026-03-20 13:13:48.669409
e6f3739d-545e-4ed3-9c50-0668801e3517,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.516464,0.516464,232.34920536571764,2026-03-20 13:13:53.638548
643503eb-4a3a-4ae0-9cec-09eb9f4dd28e,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.310599,0.310599,386.35024581534384,2026-03-20 13:14:00.158297
871104be-328f-4982-bc7d-f1d88c724d3f,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.22826,0.22826,525.7162884430036,2026-03-20 13:14:41.561848
bdd6b12a-7568-40ff-94d8-f905dac8f785,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.795258,0.795258,150.8944267143493,2026-03-20 13:14:45.341094
a69f1eb3-f1c2-4bb4-8b17-f17e2df9a2aa,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.1,0.1,1200.0,2026-03-20 13:14:52.248529
39a851f2-04e2-463a-b418-d407faae2c4c,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.389452,0.389452,308.12526319032895,2026-03-20 13:14:53.508404
6648b4dc-78dd-46bc-b403-06df97aad773,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.421094,0.421094,284.9720015008525,2026-03-20 13:14:59.552408
aa9395d3-cfae-436f-89e2-66a42c0b9632,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.1,0.1,1200.0,2026-03-20 13:15:33.718349
6b61add4-a840-40aa-b792-d586b7e836fc,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.451307,0.451307,265.89439117939673,2026-03-20 13:15:35.615485
c2d93736-802d-4617-b80b-d672f605f013,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.546771,0.546771,219.4703084106509,2026-03-20 13:15:40.094481
abf031c7-45df-4635-b57e-b6fd3025a7b4,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.1,0.1,1200.0,2026-03-20 13:15:43.978739
8e164786-2929-4a47-aba3-28dc80bfe55c,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.35835,0.35835,334.8681456676433,2026-03-20 13:15:46.599043
151ab71f-35b2-408f-810d-67a49cdb91a2,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.654638,0.654638,183.30741570150218,2026-03-20 13:15:52.665601
a9b02181-0e4c-4359-945d-0b4f16958e55,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.1,0.1,1200.0,2026-03-20 13:19:09.954319
09c999d1-dad2-4024-8335-33e67366dfdc,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.389277,0.389277,308.26378131767353,2026-03-20 13:19:12.061396
3791acdf-b29a-4e14-b8e3-377056965f07,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.769221,0.769221,156.00198122516156,2026-03-20 13:19:17.697815
8359e6bb-8f40-4fd6-af7a-942714765990,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.143223,0.143223,837.8542552522989,2026-03-20 13:19:27.463457
c36e64b7-cd4c-4ed1-802a-450bc6c1307c,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.74739,0.74739,160.55874443061853,2026-03-20 13:19:29.677660
f2740a1d-ac34-4f73-b193-aa9938ce34f0,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.171757,0.171757,698.6614810458963,2026-03-20 13:19:35.410032
e7bdfd9c-ed80-4980-b97a-c67b9e50ae00,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.549386,0.549386,218.42566064661276,2026-03-20 13:19:38.485727
fc69296d-5252-4e7e-b58e-4c97400926f1,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.593192,0.593192,202.29537822492546,2026-03-20 13:22:33.802498
51fee5c8-c3b3-4633-87c4-1b265c5e7eea,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.1,0.1,1200.0,2026-03-20 13:22:38.779845
6e28efec-a5cd-4dd6-8e78-61697c914d29,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.703466,0.703466,170.5839372478556,2026-03-20 13:22:41.664527
a1d07813-e528-4f3f-9570-19e102a26014,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.375783,0.375783,319.3332322111431,2026-03-20 13:23:19.482277
fc79bcb2-3d6f-4e20-b1ef-25fab5f3c996,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.424739,0.424739,282.5264456525066,2026-03-20 13:23:23.754842
4aa5ca7c-a2ac-4a1a-8174-dd581dca2a6d,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.171582,0.171582,699.3740602161065,2026-03-20 13:23:28.519630
8515febe-4428-4907-b894-4f6574226b67,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.581972,0.581972,206.19548706810633,2026-03-20 13:23:31.768768
bdb04b5b-7f59-4252-aa37-31f3b1fb99e5,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.57876,0.57876,207.33982998133942,2026-03-20 13:23:38.714636
b3158d4d-0c69-4d77-ada2-1b6ccddfe706,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.1,0.1,1200.0,2026-03-20 13:23:46.428534
88e345ed-fa2a-4ee0-9ddf-34ad58d84f9c,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.500914,0.500914,239.56208051681529,2026-03-20 13:23:48.663418
73316208-9c2e-47ca-9a91-72715f035444,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.407544,0.407544,294.44673458571344,2026-03-20 13:23:52.490155
a670f987-1f59-4608-9c82-a531243501fd,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.244788,0.244788,490.22010882886417,2026-03-20 13:25:16.480832
eb4f6bc8-7278-4f4f-9b16-32858cf21aad,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.280905,0.280905,427.1906872430181,2026-03-20 13:25:20.021223
47756e02-81f3-4e20-94f6-6e6f4aadc1c0,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.591213,0.591213,202.9725327420067,2026-03-20 13:25:24.881864
d6548a92-dede-4837-812e-a7d170d9a75d,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.126777,0.126777,946.5439314702193,2026-03-20 13:25:29.383939
40089509-83a0-4d75-be71-e60056c2f3c3,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.343394,0.343394,349.45281513363665,2026-03-20 13:25:32.272341
4f864b6e-c44e-41c1-a622-78fbc063b1e8,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.219231,0.219231,547.3678448759528,2026-03-20 13:25:37.188944
dfaf497d-7b58-466c-9fbc-4bada29368ff,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.761159,0.761159,157.65431401323505,2026-03-20 13:26:11.918971
096590d8-7c9c-420f-bfa6-7ad68cc89371,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.499703,0.499703,240.1426447309702,2026-03-20 13:26:19.154024
2c5f4cbf-453a-4191-b03b-54a7d209f13c,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.373923,0.373923,320.921687085309,2026-03-20 13:26:26.093155
063fb0ee-1787-4b63-875c-b017803b48d8,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.18675,0.18675,642.570281124498,2026-03-20 13:26:31.337999
35c3481f-8292-49b8-9bf8-29f28c2dead7,127.0.0.1,Googlebot/2.1 (+http://www.google.com/bot.html),2,0.735485,0.735485,163.15764427554606,2026-03-20 13:26:36.055764
