session_id,page,timestamp,ip,user_agent
5a0279f4-a072-4cb7-a21f-c23939aede95,home,2026-03-20 12:31:08.723150,127.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64)
5a0279f4-a072-4cb7-a21f-c23939aede95,artemis,2026-03-20 12:31:10.880396,127.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64)
5a0279f4-a072-4cb7-a21f-c23939aede95,category,2026-03-20 12:31:12.308377,127.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64)
ca2e8a72-490b-4640-a967-e36da15a9106,home,2026-03-20 12:31:22.964118,127.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64)
ca2e8a72-490b-4640-a967-e36da15a9106,artemis,2026-03-20 12:31:24.491469,127.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64)
ca2e8a72-490b-4640-a967-e36da15a9106,home,2026-03-20 12:31:25.695821,127.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64)
ca2e8a72-490b-4640-a967-e36da15a9106,blackholes,2026-03-20 12:31:27.752257,127.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64)
ca2e8a72-490b-4640-a967-e36da15a9106,blackholes,2026-03-20 12:31:29.260195,127.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64)
ca2e8a72-490b-4640-a967-e36da15a9106,category,2026-03-20 12:31:30.618212,127.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64)
d20a9d86-0fb0-4b3a-ba79-99827e0cd4e9,category,2026-03-20 12:31:40.843649,127.0.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)
d20a9d86-0fb0-4b3a-ba79-99827e0cd4e9,artemis,2026-03-20 12:31:42.296667,127.0.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)
d20a9d86-0fb0-4b3a-ba79-99827e0cd4e9,mars,2026-03-20 12:31:44.074764,127.0.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)
d20a9d86-0fb0-4b3a-ba79-99827e0cd4e9,category,2026-03-20 12:31:46.162818,127.0.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)
e4f0d972-ae36-4ad1-aa68-dbfff2d9e03b,category,2026-03-20 12:31:55.477496,127.0.0.1,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)
e4f0d972-ae36-4ad1-aa68-dbfff2d9e03b,category,2026-03-20 12:31:56.614412,127.0.0.1,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)
e4f0d972-ae36-4ad1-aa68-dbfff2d9e03b,blackholes,2026-03-20 12:31:59.357064,127.0.0.1,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)
e4f0d972-ae36-4ad1-aa68-dbfff2d9e03b,artemis,2026-03-20 12:32:01.776691,127.0.0.1,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)
ffdbe59a-03a8-4697-81f1-81a979bf5b3a,category,2026-03-20 12:32:08.433014,127.0.0.1,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)
ffdbe59a-03a8-4697-81f1-81a979bf5b3a,home,2026-03-20 12:32:10.756244,127.0.0.1,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)
ffdbe59a-03a8-4697-81f1-81a979bf5b3a,home,2026-03-20 12:32:12.815096,127.0.0.1,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)
98280df8-f718-40f4-94f6-95661bcb8a6f,blackholes,2026-03-20 12:32:19.668860,127.0.0.1,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)
98280df8-f718-40f4-94f6-95661bcb8a6f,category,2026-03-20 12:32:20.729680,127.0.0.1,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)
98280df8-f718-40f4-94f6-95661bcb8a6f,mars,2026-03-20 12:32:22.414983,127.0.0.1,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)
98280df8-f718-40f4-94f6-95661bcb8a6f,category,2026-03-20 12:32:23.883546,127.0.0.1,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)
7bf1e35b-e7bd-4e17-be22-774e277fd45f,mars,2026-03-20 12:32:32.021558,127.0.0.1,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)
7bf1e35b-e7bd-4e17-be22-774e277fd45f,home,2026-03-20 12:32:34.578338,127.0.0.1,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)
7bf1e35b-e7bd-4e17-be22-774e277fd45f,category,2026-03-20 12:32:37.151515,127.0.0.1,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)
7bf1e35b-e7bd-4e17-be22-774e277fd45f,mars,2026-03-20 12:32:38.191210,127.0.0.1,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)
7bf1e35b-e7bd-4e17-be22-774e277fd45f,blackholes,2026-03-20 12:32:40.888255,127.0.0.1,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)
334691db-2840-4773-a740-cc3669fb3a61,mars,2026-03-20 12:32:51.902381,127.0.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)
334691db-2840-4773-a740-cc3669fb3a61,category,2026-03-20 12:32:53.834162,127.0.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)
334691db-2840-4773-a740-cc3669fb3a61,home,2026-03-20 12:32:55.259524,127.0.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)
334691db-2840-4773-a740-cc3669fb3a61,category,2026-03-20 12:32:57.160067,127.0.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)
334691db-2840-4773-a740-cc3669fb3a61,blackholes,2026-03-20 12:32:58.827753,127.0.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)
a0140696-a111-4cc2-a2d5-1f728f589224,category,2026-03-20 12:33:09.562872,127.0.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)
a0140696-a111-4cc2-a2d5-1f728f589224,home,2026-03-20 12:33:11.019499,127.0.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)
a0140696-a111-4cc2-a2d5-1f728f589224,mars,2026-03-20 12:33:12.293888,127.0.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)
a0140696-a111-4cc2-a2d5-1f728f589224,blackholes,2026-03-20 12:33:14.587339,127.0.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)
42adc04e-3dd9-4e08-b29a-9786eb691bb1,home,2026-03-20 12:33:22.339582,127.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64)
42adc04e-3dd9-4e08-b29a-9786eb691bb1,home,2026-03-20 12:33:25.114035,127.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64)
42adc04e-3dd9-4e08-b29a-9786eb691bb1,mars,2026-03-20 12:33:28.123401,127.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64)
42adc04e-3dd9-4e08-b29a-9786eb691bb1,blackholes,2026-03-20 12:33:29.180887,127.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64)
42adc04e-3dd9-4e08-b29a-9786eb691bb1,category,2026-03-20 12:33:31.454092,127.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64)
42adc04e-3dd9-4e08-b29a-9786eb691bb1,blackholes,2026-03-20 12:33:33.425259,127.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64)
42adc04e-3dd9-4e08-b29a-9786eb691bb1,home,2026-03-20 12:33:35.491224,127.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64)
4d454083-a77b-4d07-ad9b-70580f20510d,artemis,2026-03-20 12:33:43.461689,127.0.0.1,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)
4d454083-a77b-4d07-ad9b-70580f20510d,blackholes,2026-03-20 12:33:45.804005,127.0.0.1,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)
4d454083-a77b-4d07-ad9b-70580f20510d,category,2026-03-20 12:33:48.307728,127.0.0.1,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)
4d454083-a77b-4d07-ad9b-70580f20510d,home,2026-03-20 12:33:50.613667,127.0.0.1,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)
4d454083-a77b-4d07-ad9b-70580f20510d,mars,2026-03-20 12:33:52.570113,127.0.0.1,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)
5cf97f08-06ff-493c-865f-402d930f8cf1,category,2026-03-20 12:34:03.467329,127.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64)
5cf97f08-06ff-493c-865f-402d930f8cf1,artemis,2026-03-20 12:34:04.745920,127.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64)
5cf97f08-06ff-493c-865f-402d930f8cf1,home,2026-03-20 12:34:07.209423,127.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64)
5cf97f08-06ff-493c-865f-402d930f8cf1,blackholes,2026-03-20 12:34:09.937606,127.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64)
5cf97f08-06ff-493c-865f-402d930f8cf1,mars,2026-03-20 12:34:11.432941,127.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64)
4e92d1df-7d8d-4d28-8fba-91725dc417fa,blackholes,2026-03-20 12:34:18.106449,127.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64)
4e92d1df-7d8d-4d28-8fba-91725dc417fa,artemis,2026-03-20 12:34:20.058152,127.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64)
4e92d1df-7d8d-4d28-8fba-91725dc417fa,home,2026-03-20 12:34:21.760407,127.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64)
ab2fab94-d639-4bef-998f-a59ef8efc596,home,2026-03-20 12:34:30.971663,127.0.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)
ab2fab94-d639-4bef-998f-a59ef8efc596,mars,2026-03-20 12:34:33.872070,127.0.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)
ab2fab94-d639-4bef-998f-a59ef8efc596,blackholes,2026-03-20 12:34:35.463064,127.0.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)
ab2fab94-d639-4bef-998f-a59ef8efc596,home,2026-03-20 12:34:38.119345,127.0.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)
ab2fab94-d639-4bef-998f-a59ef8efc596,home,2026-03-20 12:34:41.073835,127.0.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)
ab2fab94-d639-4bef-998f-a59ef8efc596,blackholes,2026-03-20 12:34:43.984184,127.0.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)
ab2fab94-d639-4bef-998f-a59ef8efc596,home,2026-03-20 12:34:46.785221,127.0.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)
ab2fab94-d639-4bef-998f-a59ef8efc596,blackholes,2026-03-20 12:34:48.039319,127.0.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)
0680c3ee-5d99-4dd6-81d6-890792c80af0,artemis,2026-03-20 12:34:56.369509,127.0.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)
0680c3ee-5d99-4dd6-81d6-890792c80af0,mars,2026-03-20 12:34:58.564209,127.0.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)
0680c3ee-5d99-4dd6-81d6-890792c80af0,home,2026-03-20 12:35:00.779365,127.0.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)
0680c3ee-5d99-4dd6-81d6-890792c80af0,mars,2026-03-20 12:35:02.402369,127.0.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)
134b58ae-8bf0-4489-9feb-7338a4778afe,category,2026-03-20 12:35:09.989393,127.0.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)
134b58ae-8bf0-4489-9feb-7338a4778afe,mars,2026-03-20 12:35:11.315372,127.0.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)
134b58ae-8bf0-4489-9feb-7338a4778afe,mars,2026-03-20 12:35:12.559794,127.0.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)
134b58ae-8bf0-4489-9feb-7338a4778afe,mars,2026-03-20 12:35:13.856231,127.0.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)
134b58ae-8bf0-4489-9feb-7338a4778afe,blackholes,2026-03-20 12:35:16.796870,127.0.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)
134b58ae-8bf0-4489-9feb-7338a4778afe,home,2026-03-20 12:35:19.187735,127.0.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)
8a5ad1c6-3935-4c3a-9b76-2bb4b70e3360,mars,2026-03-20 12:35:25.193748,127.0.0.1,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)
8a5ad1c6-3935-4c3a-9b76-2bb4b70e3360,mars,2026-03-20 12:35:27.144345,127.0.0.1,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)
8a5ad1c6-3935-4c3a-9b76-2bb4b70e3360,mars,2026-03-20 12:35:29.969963,127.0.0.1,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)
2bab2610-9238-4c7f-9615-81a7a805841f,mars,2026-03-20 12:35:42.058962,127.0.0.1,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)
2bab2610-9238-4c7f-9615-81a7a805841f,mars,2026-03-20 12:35:44.459821,127.0.0.1,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)
2bab2610-9238-4c7f-9615-81a7a805841f,blackholes,2026-03-20 12:35:46.829910,127.0.0.1,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)
2bab2610-9238-4c7f-9615-81a7a805841f,category,2026-03-20 12:35:48.253336,127.0.0.1,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)
2bab2610-9238-4c7f-9615-81a7a805841f,artemis,2026-03-20 12:35:50.862437,127.0.0.1,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)
a270ced4-8591-44b8-bd1f-e957cfc4fca5,category,2026-03-20 12:36:03.150778,127.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64)
a270ced4-8591-44b8-bd1f-e957cfc4fca5,blackholes,2026-03-20 12:36:05.786681,127.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64)
a270ced4-8591-44b8-bd1f-e957cfc4fca5,mars,2026-03-20 12:36:06.818826,127.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64)
a270ced4-8591-44b8-bd1f-e957cfc4fca5,blackholes,2026-03-20 12:36:08.295600,127.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64)
a270ced4-8591-44b8-bd1f-e957cfc4fca5,mars,2026-03-20 12:36:10.234237,127.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64)
a270ced4-8591-44b8-bd1f-e957cfc4fca5,home,2026-03-20 12:36:12.276666,127.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64)
a1dbf832-959f-4c30-ac95-c9771c3f7783,blackholes,2026-03-20 12:36:21.354508,127.0.0.1,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)
a1dbf832-959f-4c30-ac95-c9771c3f7783,mars,2026-03-20 12:36:24.235743,127.0.0.1,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)
a1dbf832-959f-4c30-ac95-c9771c3f7783,category,2026-03-20 12:36:25.798108,127.0.0.1,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)
a1dbf832-959f-4c30-ac95-c9771c3f7783,blackholes,2026-03-20 12:36:28.529681,127.0.0.1,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)
a1dbf832-959f-4c30-ac95-c9771c3f7783,blackholes,2026-03-20 12:36:30.025364,127.0.0.1,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)
f2bac75d-37b1-4543-8ff1-8ee5945c1354,blackholes,2026-03-20 12:36:36.951056,127.0.0.1,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)
f2bac75d-37b1-4543-8ff1-8ee5945c1354,category,2026-03-20 12:36:39.638018,127.0.0.1,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)
f2bac75d-37b1-4543-8ff1-8ee5945c1354,blackholes,2026-03-20 12:36:42.234008,127.0.0.1,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)
f2bac75d-37b1-4543-8ff1-8ee5945c1354,home,2026-03-20 12:36:44.758883,127.0.0.1,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)
