session_id,pages_visited,session_duration,avg_time_per_page,pages_per_min,unique_pages,repeat_ratio,request_interval_mean,request_interval_std,ua_flag,label
102fb0d5-177f-4686-ac99-703437681f82,8,5,0.7142857142857143,96.0,5,0.375,0.42857142857142855,0.49487165930539345,1,1
134b58ae-8bf0-4489-9feb-7338a4778afe,6,10,2.0,36.0,4,0.33333333333333337,2.0,0.8944271909999159,0,0
13af6c22-25c0-4b1e-b746-4c4280888e33,8,17,2.4285714285714284,28.235294117647058,5,0.375,2.4285714285714284,0.7284313590846836,0,0
151ab71f-35b2-408f-810d-67a49cdb91a2,2,5,5.0,24.0,2,0.0,0.0,0.0,1,1
15d4c138-723c-43cf-be9a-f05a8ccca615,5,10,2.5,30.0,3,0.4,2.5,0.5,0,0
18c9b997-2706-45d0-8612-249810bca7ee,12,5,0.45454545454545453,144.0,5,0.5833333333333333,0.36363636363636365,0.4810456929208346,1,1
19b90dae-9aad-4771-a743-e98cb8cc9041,4,6,2.0,40.0,4,0.0,2.0,0.816496580927726,0,0
1b0ba501-a0eb-470b-b4b0-91909eb8e649,7,14,2.3333333333333335,30.0,4,0.4285714285714286,2.3333333333333335,0.4714045207910317,0,0
1c8f29a8-6076-4538-8466-1235c7a36af1,4,6,2.0,40.0,3,0.25,2.0,0.816496580927726,0,0
2137b7c0-0c5b-47ab-a8b3-b1bd08abb9ab,6,5,1.0,72.0,5,0.16666666666666663,0.6,0.48989794855663565,1,1
21e92f43-5281-4098-9dd3-c6bf840b1016,9,5,0.625,108.0,5,0.4444444444444444,0.0,0.0,1,1
224bb651-37c5-4e71-ac99-71b5cd0b8100,6,5,1.0,72.0,5,0.16666666666666663,0.4,0.48989794855663565,1,1
25d613ea-5463-467b-93fb-6811e90850a3,6,10,2.0,36.0,5,0.16666666666666663,2.0,0.6324555320336759,0,0
26059027-1bb3-4e69-8a44-51b03a9d5150,7,5,0.8333333333333334,84.0,5,0.2857142857142857,0.5,0.5,1,1
28646385-8d3a-4b39-9884-d78350f547d1,5,6,1.5,50.0,4,0.19999999999999996,1.5,0.5,0,0
2922e09c-5dd6-4398-a516-eba224e24ca2,6,8,1.6,45.0,3,0.5,1.6,0.8,0,0
297d374b-bb26-4084-8ee5-c2315d6f677b,6,9,1.8,40.0,4,0.33333333333333337,1.8,0.4,0,0
29938696-2d79-48e1-ba59-7b74a675e53e,5,7,1.75,42.85714285714286,3,0.4,1.75,0.4330127018922193,0,0
29c8f9fc-db2d-4725-845b-6249bb077b5d,6,5,1.0,72.0,5,0.16666666666666663,0.8,0.4000000000000001,1,1
29e26327-77ec-48a0-80ac-f09665021300,12,5,0.45454545454545453,144.0,5,0.5833333333333333,0.36363636363636365,0.48104569292083466,1,1
2b34dcda-a911-41b1-a07f-4866d2e32397,12,6,0.5454545454545454,120.0,5,0.5833333333333333,0.5454545454545454,0.49792959773196915,1,1
2bab2610-9238-4c7f-9615-81a7a805841f,5,8,2.0,37.5,4,0.19999999999999996,2.0,0.0,0,0
2c5f4cbf-453a-4191-b03b-54a7d209f13c,11,5,0.5,132.0,5,0.5454545454545454,0.4,0.48989794855663565,1,1
2cc50789-5a29-4810-8d51-f8c57b0c7d45,4,5,1.6666666666666667,48.0,3,0.25,1.3333333333333333,0.4714045207910317,0,0
2ccf9113-09cb-4b0d-9700-a878c21ae6a7,11,5,0.5,132.0,5,0.5454545454545454,0.4,0.4898979485566356,1,1
2df80fa8-aecc-46e8-bedf-a70a01b6fb76,4,6,2.0,40.0,4,0.0,2.0,0.0,0,0
2e71e687-35fa-4e29-ba1e-5b4f3cdf192b,4,8,2.6666666666666665,30.0,4,0.0,2.6666666666666665,0.4714045207910317,0,0
2e9d7ee3-7542-4fd2-a309-c9e6aab19ce4,3,5,2.5,36.0,3,0.0,2.5,0.5,0,0
2f93517a-9ea5-4303-aa45-543034f03933,3,5,2.5,36.0,3,0.0,2.5,0.5,0,0
2fc6bceb-8407-43d7-87a4-be1696dd370b,4,5,1.6666666666666667,48.0,4,0.0,1.6666666666666667,0.9428090415820634,0,0
315b05f0-a9b6-4034-a67e-ec3c338239b1,7,5,0.8333333333333334,84.0,5,0.2857142857142857,0.16666666666666666,0.37267799624996495,1,1
320790b5-bec2-4cd0-bd93-8c70faec2ece,8,5,0.7142857142857143,96.0,5,0.375,0.7142857142857143,0.45175395145262565,1,1
323128ac-e63b-4496-ad74-865b8ad0b2e3,7,5,0.8333333333333334,84.0,5,0.2857142857142857,0.5,0.5,1,1
334691db-2840-4773-a740-cc3669fb3a61,5,7,1.75,42.85714285714286,4,0.19999999999999996,1.75,0.4330127018922193,0,0
34059a48-a17e-45bc-8d56-43625133aa97,6,12,2.4,30.0,5,0.16666666666666663,2.4,0.4898979485566356,0,0
35c3481f-8292-49b8-9bf8-29f28c2dead7,5,5,1.25,60.0,5,0.0,0.75,0.4330127018922193,1,1
3791acdf-b29a-4e14-b8e3-377056965f07,12,9,0.8181818181818182,80.0,5,0.5833333333333333,0.8181818181818182,0.385694607919935,1,1
38f1cce3-d4c4-44de-bc89-6ed4108af481,12,5,0.45454545454545453,144.0,5,0.5833333333333333,0.0,0.0,1,1
39a851f2-04e2-463a-b418-d407faae2c4c,12,5,0.45454545454545453,144.0,5,0.5833333333333333,0.36363636363636365,0.48104569292083466,1,1
39c08bc1-ebb9-4019-bc4c-cb158c167952,7,12,2.0,35.0,3,0.5714285714285714,2.0,0.5773502691896257,0,0
3b755cb8-8cc7-496c-8342-86e5121c591d,10,7,0.7777777777777778,85.71428571428572,5,0.5,0.7777777777777778,0.41573970964154905,1,1
3d555496-fb71-4dc3-a5f5-2f7165da2117,8,5,0.7142857142857143,96.0,5,0.375,0.5714285714285714,0.4948716593053935,1,1
3dc20e9a-fb71-4e32-868f-ddde367389b4,4,7,2.3333333333333335,34.285714285714285,4,0.0,2.3333333333333335,0.4714045207910317,0,0
3e0e52b7-74f7-43fd-bff8-b1255dee16db,5,8,2.0,37.5,4,0.19999999999999996,2.0,0.7071067811865476,0,0
3f1aad08-633d-4dc4-92f1-9fe32da097cb,3,5,2.5,36.0,3,0.0,2.0,0.0,0,0
3f578d4f-8824-4908-bfef-4f44bb0c4393,4,6,2.0,40.0,3,0.25,2.0,0.816496580927726,0,0
40089509-83a0-4d75-be71-e60056c2f3c3,10,5,0.5555555555555556,120.0,5,0.5,0.4444444444444444,0.4969039949999533,1,1
416b0cce-e2af-4503-9215-ad65293dd85b,10,6,0.6666666666666666,100.0,5,0.5,0.6666666666666666,0.4714045207910317,1,1
424d296f-c9d7-4862-8e1b-629cc36a2a7e,6,10,2.0,36.0,5,0.16666666666666663,2.0,0.0,0,0
42adc04e-3dd9-4e08-b29a-9786eb691bb1,7,13,2.1666666666666665,32.30769230769231,4,0.4285714285714286,2.1666666666666665,0.6871842709362768,0,0
433fe0fd-5d8f-4faa-8a6c-7251c2d6bdfd,3,5,2.5,36.0,3,0.0,2.0,0.0,0,0
43ed2805-484c-49e2-a788-53962c7caf9e,5,7,1.75,42.85714285714286,5,0.0,1.75,0.82915619758885,0,0
4420eb0d-7918-4eb0-bcb5-a4c454e48e5e,3,5,2.5,36.0,2,0.33333333333333337,2.0,0.0,0,0
444c73e8-e1a4-4dcf-b8e5-4c42bc1fa3e7,6,8,1.6,45.0,4,0.33333333333333337,1.6,0.4898979485566356,0,0
461bd981-7599-4b62-9187-58fb0b16fa82,5,9,2.25,33.333333333333336,5,0.0,2.25,0.4330127018922193,0,0
47756e02-81f3-4e20-94f6-6e6f4aadc1c0,7,5,0.8333333333333334,84.0,5,0.2857142857142857,0.5,0.5,1,1
4a39d9bd-b6d2-4dff-b5ee-6cca58441025,3,5,2.5,36.0,2,0.33333333333333337,2.0,0.0,0,0
4a49032a-9450-425e-9855-6d32352e3678,4,6,2.0,40.0,3,0.25,2.0,0.816496580927726,0,0
4aa5ca7c-a2ac-4a1a-8174-dd581dca2a6d,10,5,0.5555555555555556,120.0,5,0.5,0.1111111111111111,0.31426968052735443,1,1
4b90fee3-1664-42f3-b252-1e6c8d2b1fe5,5,8,2.0,37.5,4,0.19999999999999996,2.0,0.7071067811865476,0,0
4d454083-a77b-4d07-ad9b-70580f20510d,5,9,2.25,33.333333333333336,5,0.0,2.25,0.4330127018922193,0,0
4db5a36a-26b4-4be7-92fd-706af1d2a201,3,5,2.5,36.0,3,0.0,2.0,0.0,0,0
4dc04ba2-b146-4546-8b47-78ee8f885e4a,8,5,0.7142857142857143,96.0,5,0.375,0.5714285714285714,0.4948716593053935,1,1
4e92d1df-7d8d-4d28-8fba-91725dc417fa,3,5,2.5,36.0,3,0.0,1.5,0.5,0,0
4f766d21-532a-46d6-98fe-3748965916e5,5,9,2.25,33.333333333333336,4,0.19999999999999996,2.25,0.4330127018922193,0,0
4f864b6e-c44e-41c1-a622-78fbc063b1e8,12,5,0.45454545454545453,144.0,5,0.5833333333333333,0.2727272727272727,0.4453617714151233,1,1
50d1c669-0f88-4000-9ed2-0eabdfd41fe1,5,7,1.75,42.85714285714286,4,0.19999999999999996,1.75,0.4330127018922193,0,0
51fee5c8-c3b3-4633-87c4-1b265c5e7eea,8,5,0.7142857142857143,96.0,5,0.375,0.0,0.0,1,1
528c5352-a460-4a9e-ad40-29f01090cde1,3,5,2.5,36.0,2,0.33333333333333337,2.0,0.0,0,0
5331b079-a63d-49d5-8e47-c8ba8bf0fae3,11,5,0.5,132.0,5,0.5454545454545454,0.0,0.0,1,1
5387ecfd-a77e-4901-8a89-e2db96c137d2,8,5,0.7142857142857143,96.0,5,0.375,0.5714285714285714,0.4948716593053935,1,1
54340ba5-ba1a-449c-bc62-d0149dbfdbe1,4,5,1.6666666666666667,48.0,4,0.0,1.6666666666666667,0.4714045207910317,0,0
55e1c82f-3298-492b-961d-bceeda5f52b2,3,5,2.5,36.0,3,0.0,1.5,0.5,0,0
57778dc4-792a-468b-a683-6b1bae5b448e,4,8,2.6666666666666665,30.0,3,0.25,2.6666666666666665,0.4714045207910317,0,0
57ef2bdf-f96e-42dc-a99d-c7a370907764,3,5,2.5,36.0,3,0.0,2.5,0.5,0,0
5818194e-5f73-4f88-b373-71c8bf47ed85,6,12,2.4,30.0,4,0.33333333333333337,2.4,0.8,0,0
5877d43e-7351-4a8b-b865-3d30c81b4fcc,6,8,1.6,45.0,4,0.33333333333333337,1.6,0.4898979485566356,0,0
59f52fd4-c1b3-4747-b080-6aaab3abc752,4,6,2.0,40.0,4,0.0,2.0,0.816496580927726,0,0
5a0279f4-a072-4cb7-a21f-c23939aede95,5,9,2.25,33.333333333333336,5,0.0,2.25,0.4330127018922193,0,0
5c911437-19ac-496a-9368-296d520300a2,11,5,0.5,132.0,5,0.5454545454545454,0.5,0.5,1,1
5cf97f08-06ff-493c-865f-402d930f8cf1,5,8,2.0,37.5,5,0.0,2.0,0.7071067811865476,0,0
5d47975a-ac28-445a-a0cf-3a44c582ebab,6,10,2.0,36.0,4,0.33333333333333337,2.0,0.8944271909999159,0,0
5fe0ef44-ee87-45dd-a23e-6cb49ada601c,5,8,2.0,37.5,4,0.19999999999999996,2.0,0.7071067811865476,0,0
611c880f-95a1-4008-bc01-ab603d26de8f,3,5,2.5,36.0,3,0.0,2.0,1.0,0,0
62e40826-fbc2-478e-93c0-909524bb0dbc,2,5,5.0,24.0,2,0.0,3.0,0.0,0,0
63cb473a-3664-42f1-b388-95b6562e091d,9,5,0.625,108.0,5,0.4444444444444444,0.125,0.33071891388307384,1,1
64319516-5e90-4bd7-a5fb-59ed20198b41,5,9,2.25,33.333333333333336,4,0.19999999999999996,2.25,0.4330127018922193,0,0
643503eb-4a3a-4ae0-9cec-09eb9f4dd28e,5,5,1.25,60.0,5,0.0,0.5,0.5,1,1
6439543b-735b-4a9b-b08a-9032775304a4,4,5,1.6666666666666667,48.0,2,0.5,1.6666666666666667,0.4714045207910317,0,0
66482377-2991-4034-996b-6b264cb8d84d,5,6,1.5,50.0,4,0.19999999999999996,1.5,0.5,0,0
6648b4dc-78dd-46bc-b403-06df97aad773,6,5,1.0,72.0,5,0.16666666666666663,0.4,0.48989794855663565,1,1
699beb4b-f358-4f3c-85f3-2a849a5b1e48,10,5,0.5555555555555556,120.0,5,0.5,0.1111111111111111,0.31426968052735443,1,1
6b61add4-a840-40aa-b792-d586b7e836fc,7,5,0.8333333333333334,84.0,5,0.2857142857142857,0.3333333333333333,0.4714045207910317,1,1
6c0163e6-5743-4a13-942e-b1789ae003fa,5,8,2.0,37.5,3,0.4,2.0,0.7071067811865476,0,0
6c2b55a2-eda1-4987-9e62-021961f7c7b4,5,9,2.25,33.333333333333336,3,0.4,2.25,0.82915619758885,0,0
6e246146-d390-446a-ba9f-cff405beb228,3,5,2.5,36.0,3,0.0,1.0,0.0,0,0
6e28efec-a5cd-4dd6-8e78-61697c914d29,8,5,0.7142857142857143,96.0,5,0.375,0.7142857142857143,0.4517539514526256,1,1
71b59b44-d86d-4f9f-877f-4e94f32d99e4,7,10,1.6666666666666667,42.0,4,0.4285714285714286,1.6666666666666667,0.74535599249993,0,0
71e28c52-136c-4c4d-bdeb-d0b5aaf5a88a,4,7,2.3333333333333335,34.285714285714285,4,0.0,2.3333333333333335,0.4714045207910317,0,0
7265c8bf-3dc2-44a0-9425-8bba73ac4362,7,14,2.3333333333333335,30.0,4,0.4285714285714286,2.3333333333333335,0.7453559924999298,0,0
73316208-9c2e-47ca-9a91-72715f035444,2,5,5.0,24.0,2,0.0,0.0,0.0,1,1
733c7f0d-f1eb-44ca-9fe9-9384868df3ab,4,6,2.0,40.0,2,0.5,2.0,0.816496580927726,0,0
744f6a87-aca5-44a8-993f-b3d332564942,3,5,2.5,36.0,3,0.0,1.5,0.5,0,0
751f79f5-0ce2-4405-8466-880b93eb3490,5,10,2.5,30.0,4,0.19999999999999996,2.5,0.5,0,0
7b44ec26-2f35-4808-a342-40ef9d18ea4c,9,5,0.625,108.0,5,0.4444444444444444,0.25,0.4330127018922193,1,1
7bf1e35b-e7bd-4e17-be22-774e277fd45f,5,8,2.0,37.5,4,0.19999999999999996,2.0,0.7071067811865476,0,0
7cb8735e-1696-43cc-a630-8e74cdb89b60,6,5,1.0,72.0,5,0.16666666666666663,0.8,0.4000000000000001,1,1
7d73afd8-0d59-4eb3-99dc-4c8b114dd51f,5,8,2.0,37.5,3,0.4,2.0,0.7071067811865476,0,0
7daa76ef-2555-41f8-b7b6-2be3cb5723ac,6,5,1.0,72.0,5,0.16666666666666663,0.2,0.4,1,1
7e98c69a-c44d-4ce9-9222-54769dac1ccb,6,8,1.6,45.0,5,0.16666666666666663,1.6,0.4898979485566356,0,0
7fcb78e0-2b6d-466a-addf-225948c86971,3,5,2.5,36.0,3,0.0,1.5,0.5,0,0
81ab68bb-1c58-40bc-960c-7504b866a45e,3,5,2.5,36.0,3,0.0,2.5,0.5,0,0
81b144ab-ab1e-463a-8c5b-ac4872d47464,5,10,2.5,30.0,3,0.4,2.5,0.5,0,0
8271bb51-7f3b-46ba-b8cd-1aae89b92e54,3,5,2.5,36.0,3,0.0,2.5,0.5,0,0
828cfbf6-10a1-4c8d-8dfc-f6b35cf0e445,7,5,0.8333333333333334,84.0,5,0.2857142857142857,0.3333333333333333,0.4714045207910317,1,1
833eb26f-786f-48d7-a36e-2e6110047a1e,4,6,2.0,40.0,4,0.0,2.0,0.816496580927726,0,0
8359e6bb-8f40-4fd6-af7a-942714765990,7,5,0.8333333333333334,84.0,5,0.2857142857142857,0.16666666666666666,0.37267799624996495,1,1
8515febe-4428-4907-b894-4f6574226b67,11,5,0.5,132.0,5,0.5454545454545454,0.5,0.5,1,1
853ea0ee-c132-47a3-89c3-d9a659002d12,5,5,1.25,60.0,5,0.0,0.5,0.5,1,1
871104be-328f-4982-bc7d-f1d88c724d3f,9,5,0.625,108.0,5,0.4444444444444444,0.25,0.4330127018922193,1,1
873a9dbd-550b-44d4-bc1f-61f7b94555c7,4,5,1.6666666666666667,48.0,4,0.0,1.6666666666666667,0.9428090415820634,0,0
88e345ed-fa2a-4ee0-9ddf-34ad58d84f9c,6,5,1.0,72.0,5,0.16666666666666663,0.4,0.48989794855663565,1,1
895418ca-fdfd-483e-9edc-c333ddd315e8,10,5,0.5555555555555556,120.0,5,0.5,0.5555555555555556,0.4969039949999533,1,1
8a5ad1c6-3935-4c3a-9b76-2bb4b70e3360,3,5,2.5,36.0,1,0.6666666666666667,2.0,0.0,0,0
8e164786-2929-4a47-aba3-28dc80bfe55c,11,5,0.5,132.0,5,0.5454545454545454,0.3,0.45825756949558394,1,1
903ebb66-ee13-4a2b-859c-9a4046ba6457,4,6,2.0,40.0,4,0.0,2.0,0.0,0,0
91dc122d-d88c-4455-bd39-3e30934a3c96,6,12,2.4,30.0,5,0.16666666666666663,2.4,0.8,0,0
91f614c6-c0a4-44ef-92f9-fc98a4f7aa1e,5,7,1.75,42.85714285714286,4,0.19999999999999996,1.75,0.4330127018922193,0,0
928a7670-c0db-4bd0-aa20-cbef66b08675,7,13,2.1666666666666665,32.30769230769231,4,0.4285714285714286,2.1666666666666665,0.6871842709362768,0,0
93c688bf-a679-48a0-88cb-e947cd5462a1,5,9,2.25,33.333333333333336,3,0.4,2.25,0.82915619758885,0,0
943afbf6-dfa8-4838-a954-2980da8f118e,3,5,2.5,36.0,3,0.0,2.5,0.5,0,0
945b4e29-7f35-4491-aa2e-ceb6a66393f6,5,7,1.75,42.85714285714286,4,0.19999999999999996,1.75,0.82915619758885,0,0
960ac03d-3f63-4c66-a30c-85ad08cb4df0,4,5,1.6666666666666667,48.0,4,0.0,1.6666666666666667,0.4714045207910317,0,0
971fa263-27e1-488a-8923-6710f08a39df,5,8,2.0,37.5,4,0.19999999999999996,2.0,0.0,0,0
98280df8-f718-40f4-94f6-95661bcb8a6f,4,5,1.6666666666666667,48.0,3,0.25,1.3333333333333333,0.4714045207910317,0,0
9afb283a-302b-4614-a000-7892da610bf5,8,5,0.7142857142857143,96.0,5,0.375,0.2857142857142857,0.4517539514526256,1,1
9de72431-1643-4513-9084-67afe7bd0a18,3,5,2.5,36.0,3,0.0,2.0,1.0,0,0
a00cdbd7-ba95-4fce-94f7-9c8ae01504ea,6,10,2.0,36.0,4,0.33333333333333337,2.0,0.8944271909999159,0,0
a0140696-a111-4cc2-a2d5-1f728f589224,4,5,1.6666666666666667,48.0,4,0.0,1.6666666666666667,0.4714045207910317,0,0
a1abae69-712f-480d-aa2b-9e732b517411,11,5,0.5,132.0,5,0.5454545454545454,0.3,0.45825756949558405,1,1
a1d07813-e528-4f3f-9570-19e102a26014,7,5,0.8333333333333334,84.0,5,0.2857142857142857,0.3333333333333333,0.4714045207910317,1,1
a1dbf832-959f-4c30-ac95-c9771c3f7783,5,9,2.25,33.333333333333336,3,0.4,2.25,0.82915619758885,0,0
a270ced4-8591-44b8-bd1f-e957cfc4fca5,6,9,1.8,40.0,4,0.33333333333333337,1.8,0.4000000000000001,0,0
a627e3cf-7ad3-472c-a5b6-bef097758a76,6,7,1.4,51.42857142857142,3,0.5,1.4,0.4898979485566356,0,0
a631160c-15c0-4a00-8958-40429cf47b02,4,5,1.6666666666666667,48.0,3,0.25,1.3333333333333333,0.4714045207910317,0,0
a670f987-1f59-4608-9c82-a531243501fd,7,5,0.8333333333333334,84.0,5,0.2857142857142857,0.16666666666666666,0.372677996249965,1,1
a69f1eb3-f1c2-4bb4-8b17-f17e2df9a2aa,10,5,0.5555555555555556,120.0,5,0.5,0.0,0.0,1,1
a6e02e75-d95b-48c4-a768-1a9a6deb40ac,7,13,2.1666666666666665,32.30769230769231,4,0.4285714285714286,2.1666666666666665,0.8975274678557507,0,0
a86cbb29-081e-4a98-b3f4-b1d7acdcf6a0,4,8,2.6666666666666665,30.0,4,0.0,2.6666666666666665,0.4714045207910317,0,0
a8fb424a-41ee-49b5-a843-0520387065aa,5,10,2.5,30.0,5,0.0,2.5,0.5,0,0
a9b02181-0e4c-4359-945d-0b4f16958e55,12,5,0.45454545454545453,144.0,5,0.5833333333333333,0.09090909090909091,0.2874797872880344,1,1
aa0dd7c5-5987-4511-a845-a0e464440124,5,10,2.5,30.0,4,0.19999999999999996,2.5,0.5,0,0
aa9395d3-cfae-436f-89e2-66a42c0b9632,11,5,0.5,132.0,5,0.5454545454545454,0.1,0.30000000000000004,1,1
ab2fab94-d639-4bef-998f-a59ef8efc596,8,18,2.5714285714285716,26.666666666666664,3,0.625,2.5714285714285716,0.4948716593053935,0,0
abb7f250-54f4-479c-b5d8-34bdb6a78419,3,5,2.5,36.0,3,0.0,2.0,0.0,0,0
abf031c7-45df-4635-b57e-b6fd3025a7b4,11,5,0.5,132.0,5,0.5454545454545454,0.1,0.30000000000000004,1,1
b1448d86-e5c5-463b-9827-381b04871f29,3,5,2.5,36.0,3,0.0,2.0,0.0,0,0
b186c792-fbc8-485a-b8d0-588301c3dc6f,4,5,1.6666666666666667,48.0,3,0.25,1.6666666666666667,0.4714045207910317,0,0
b3158d4d-0c69-4d77-ada2-1b6ccddfe706,6,5,1.0,72.0,5,0.16666666666666663,0.0,0.0,1,1
b3d69913-c67b-4a08-ad9f-a3b8adf27d19,5,7,1.75,42.85714285714286,4,0.19999999999999996,1.75,0.82915619758885,0,0
b4bef957-96cf-4275-8c21-602db7e53e80,4,6,2.0,40.0,3,0.25,2.0,0.816496580927726,0,0
b5427fa4-59ed-498b-af5a-6d49f5adcd0a,4,5,1.6666666666666667,48.0,3,0.25,1.3333333333333333,0.4714045207910317,0,0
b5f26f38-128c-4bb1-ba6b-79f40b0bb167,6,7,1.4,51.42857142857142,5,0.16666666666666663,1.4,0.8000000000000002,0,0
b7a95f72-f453-404f-9e7d-6f60b30a8f9d,3,5,2.5,36.0,2,0.33333333333333337,1.5,0.5,0,0
b862d1ea-5252-4e8a-ba06-72fbb141a248,10,5,0.5555555555555556,120.0,5,0.5,0.5555555555555556,0.4969039949999533,1,1
baf72e4b-51cc-4086-b251-5309961c8508,3,5,2.5,36.0,3,0.0,2.0,0.0,0,0
bc348a82-a82c-4172-84c6-d39e579bb804,4,7,2.3333333333333335,34.285714285714285,3,0.25,2.3333333333333335,0.4714045207910317,0,0
bcfb00fb-438d-42a4-8139-63b61560113c,7,15,2.5,28.0,5,0.2857142857142857,2.5,0.7637626158259734,0,0
bdb04b5b-7f59-4252-aa37-31f3b1fb99e5,11,5,0.5,132.0,5,0.5454545454545454,0.5,0.5,1,1
bdd6b12a-7568-40ff-94d8-f905dac8f785,8,6,0.8571428571428571,80.0,5,0.375,0.8571428571428571,0.3499271061118826,1,1
be79c079-31b8-46ca-b2bf-36b049b6214a,5,6,1.5,50.0,4,0.19999999999999996,1.5,0.5,0,0
bea56ad7-7be7-44ea-a60c-6927dc239686,12,5,0.45454545454545453,144.0,5,0.5833333333333333,0.18181818181818182,0.38569460791993493,1,1
c01513b5-8f23-41e0-8e98-82ecf6370966,10,5,0.5555555555555556,120.0,5,0.5,0.4444444444444444,0.4969039949999533,1,1
c0a7c7c5-7a5f-4431-a437-3b58ac935c4c,4,6,2.0,40.0,2,0.5,2.0,0.816496580927726,0,0
c0fc1345-4c11-49da-b064-15fd9fe19b0e,4,7,2.3333333333333335,34.285714285714285,4,0.0,2.3333333333333335,0.4714045207910317,0,0
c2d93736-802d-4617-b80b-d672f605f013,7,5,0.8333333333333334,84.0,5,0.2857142857142857,0.5,0.5,1,1
c36e64b7-cd4c-4ed1-802a-450bc6c1307c,6,5,1.0,72.0,5,0.16666666666666663,0.8,0.4,1,1
c3bcd1f4-4d0a-4599-b98d-4a759eae97b1,7,5,0.8333333333333334,84.0,5,0.2857142857142857,0.5,0.5,1,1
c4c548c7-2211-468b-be03-02dbbc6d90b1,4,6,2.0,40.0,3,0.25,2.0,0.816496580927726,0,0
c5f92b09-d7b5-4062-9645-f205a41d92d7,12,7,0.6363636363636364,102.85714285714285,5,0.5833333333333333,0.6363636363636364,0.48104569292083466,1,1
c634f209-85bb-4747-b8fa-4dce23e89b82,8,5,0.7142857142857143,96.0,5,0.375,0.42857142857142855,0.49487165930539345,1,1
c7844679-8d60-44a8-b86a-e6c2e95b23bd,7,5,0.8333333333333334,84.0,5,0.2857142857142857,0.5,0.5,1,1
c78c4965-8ddc-41c5-b4d2-c48d90dfd1ff,3,5,2.5,36.0,3,0.0,2.0,0.0,0,0
c805b70d-97a4-4222-adf0-3761acc64465,6,13,2.6,27.692307692307693,5,0.16666666666666663,2.6,0.4898979485566356,0,0
c805fb92-8068-437a-81f5-bb5c1249b6f2,6,11,2.2,32.72727272727273,5,0.16666666666666663,2.2,0.39999999999999997,0,0
c8c80298-b6f3-44ac-b165-605485d62cf6,4,5,1.6666666666666667,48.0,4,0.0,0.6666666666666666,0.4714045207910317,1,1
ca12e2c6-0471-4299-8413-a1a9679a33ea,4,7,2.3333333333333335,34.285714285714285,4,0.0,2.3333333333333335,0.4714045207910317,0,0
ca2e8a72-490b-4640-a967-e36da15a9106,6,8,1.6,45.0,4,0.33333333333333337,1.6,0.4898979485566356,0,0
cb7ab84d-feeb-44a6-b5ae-3be3d7a9fe2f,4,6,2.0,40.0,3,0.25,2.0,0.816496580927726,0,0
cc78a74a-d719-424d-92df-928efd04f9c9,9,5,0.625,108.0,5,0.4444444444444444,0.375,0.4841229182759271,1,1
cec2d246-b2ea-4ed0-b586-b07d07cf19b4,2,5,5.0,24.0,2,0.0,2.0,0.0,0,0
